Rank;CategoryType;Name;Id;IsSubCategory;IsCuttable;IsTagCategory
1;Annotation;Analytical Brace Tags;-2009650;;False;True
1;Annotation;Electrical Equipment Tags;-2005003;;False;True
1;Annotation;Generic Model Tags;-2005013;;False;True
1;Model;Switch System;-2008101;;False;False
1;Model;Furniture;-2000080;;False;False
2;Model;Overhead Lines;1647;Furniture;False;False
1;Model;Rooms;-2000160;;False;False
2;Model;Color Fill;-2000551;Rooms;False;False
2;Model;Reference;-2000162;Rooms;False;False
2;Model;Interior Fill;-2000161;Rooms;False;False
1;AnalyticalModel;Analytical Walls;-2009640;;False;False
2;AnalyticalModel;Local Coordinate System;-2000974;Analytical Walls;False;False
1;Model;Stairs;-2000120;;True;False
2;Model;Outlines;-2000934;Stairs;False;False
2;Model;Cut Marks;-2000930;Stairs;False;False
2;Model;<Above> Outlines;-2000935;Stairs;False;False
2;Model;Nosing Lines;-2000932;Stairs;False;False
2;Model;Riser Lines;-2000936;Stairs;False;False
2;Model;Treads/Risers;-2000921;Stairs;False;False
2;Model;Landings;-2000920;Stairs;True;False
2;Model;<Above> Nosing Lines;-2000933;Stairs;False;False
2;Model;Runs;-2000919;Stairs;True;False
2;Model;<Above> Supports;-2000124;Stairs;False;False
2;Model;<Above> Cut Marks;-2000931;Stairs;False;False
2;Model;<Above> Riser Lines;-2000937;Stairs;False;False
2;Model;Hidden Lines;-2009507;Stairs;False;False
1;Annotation;Text Notes;-2000300;;False;False
1;Model;Detail Items;-2002000;;False;False
2;Model;Heavy Lines;20184;Detail Items;False;False
2;Model;Medium Lines;3443;Detail Items;False;False
2;Model;Hidden Lines;-2009514;Detail Items;False;False
2;Model;Light Lines;41944;Detail Items;False;False
1;Annotation;Spot Elevations;-2000263;;False;False
1;AnalyticalModel;Analytical Nodes;-2009645;;False;False
1;AnalyticalModel;Boundary Conditions;-2005301;;False;False
1;Annotation;Color Fill Legends;-2000550;;False;False
1;Model;Spaces;-2003600;;False;False
2;Model;Color Fill;-2003605;Spaces;False;False
2;Model;Reference;-2003602;Spaces;False;False
2;Model;Interior;-2003601;Spaces;False;False
1;Annotation;Dimensions;-2000260;;False;False
2;Annotation;Automatic Sketch Dimensions;-2000261;Dimensions;False;False
